author,category,content,country,description,publishedAt,source,title,url,urlToImage
David Lefevre,business,"Mazda dévoile sa Mazda 2 Hybrid, un clone de la Toyota Yaris. Au-delà du blason commun, cette citadine introduit pour la première fois la motorisation hybride chez Mazda, une façon pour le constructe… [+2375 chars]",fra,"Mazda dévoile sa Mazda 2 Hybrid, un clone de la Toyota Yaris. Au-delà du blason commun, cette citadine introduit pour la première fois la motorisation hybride chez Mazda, une façon pour le constructeur d'atteindre ses objectifs de réduction de CO2.",2021-12-07T08:15:00Z,Les Numériques,Mazda 2 Hybrid: like a Toyota Yaris - Les Numériques,https://www.lesnumeriques.com/voiture/mazda-2-hybrid-comme-un-air-de-toyota-yaris-n172457.html,https://dyw7ncnq1en5l.cloudfront.net/optim/news/17/172457/88c10a00-mazda-2-hybrid-comme-un-air-de-yaris__1200_630__0-311-3840-2327.jpeg
,business,"GRANDE-BRETAGNE: LA FUSION SUEZ-VEOLIA PEUT ENTRAVER LA CONCURRENCE, DIT LA CMA
(Reuters) - L'Autorité britannique de la concurrence a estimé mardi que la fusion de Veolia et de son concurrent Suez … [+410 chars]",fra,"(Reuters) - L'Autorité britannique de la concurrence a estimé mardi que la fusion de Veolia et de son concurrent Suez était de nature à engendrer une perte de concurrence sur le marché de l'approvisionnement en eau et la gestion des déchets outre-Manche.


  …",2021-12-07T08:07:50Z,Boursorama,"Britain: Suez-Veolia merger may hamper competition, says CMA - Boursorama",https://www.boursorama.com/bourse/actualites/grande-bretagne-la-fusion-suez-veolia-peut-entraver-la-concurrence-dit-la-cma-305938b260544bfb83998d8502a6cc84,https://s.brsimg.com/static-000/cache/i/content/images/b/3/a/b3a7103dec930abbd674e803b358f932-1200x800.jpg
Jessica Bursztynsky,business,"Tesla CEO Elon Musk said he's against President Joe Biden's social and climate spending bill, pointing to his concerns about the ""insane"" federal deficit.
""Honestly, I would just can this whole bill… [+1387 chars]",usa,"""Honestly, I would just can this whole bill,"" Musk said Monday.",2021-12-07T15:46:13Z,CNBC,Elon Musk slams Biden's plan to spend government money on electric vehicles - CNBC,https://www.cnbc.com/2021/12/07/elon-musk-speaks-out-against-biden-social-spending-and-climate-bill.html,https://image.cnbcfm.com/api/v1/image/106976289-1637085564090-gettyimages-1192349131-AFP_1NI56Q.jpeg?v=1638889822
"Anneken Tappe, CNN Business",business,,usa,"US labor market productivity tanked in the third quarter. Paychecks grew and the number of hours worked jumped, but workers' output increased only at a moderate pace.",2021-12-07T15:46:00Z,CNN,American productivity fell by the largest amount since 1960 - CNN,https://www.cnn.com/2021/12/07/economy/labor-productivity-third-quarter-revised/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211207085419-us-office-commuter-1020-restricted-super-tease.jpg
Caitlin Ostroff,business,"The U.S. stock market started another day of strong gains, as the S&amp;P 500 and oil prices rose on hopes that Omicron would prove less damaging to the economy than feared.
The benchmark stock inde… [+209 chars]",usa,GlaxoSmithKline and Vir say their antibody drug works against new Covid-19 variant,2021-12-07T15:31:00Z,The Wall Street Journal,Stocks Open Higher; Oil Gains on Omicron Optimism - The Wall Street Journal,https://www.wsj.com/articles/global-stock-markets-dow-update-12-07-2021-11638866220,https://images.wsj.net/im-447289/social
The Associated Press,business,"Craig Wright, a computer scientist who claims to be the inventor of Bitcoin, prevailed in a civil trial verdict Monday against the family of a deceased business partner that claimed it was owed half … [+3935 chars]",usa,"Craig Wright, a computer scientist who claims to be the inventor of Bitcoin, prevailed in a civil trial verdict Monday.",2021-12-07T15:30:43Z,NBC News,Computer scientist who claims he invented Bitcoin wins major court case - NBC News,https://www.nbcnews.com/tech/tech-news/computer-scientist-claims-invented-bitcoin-wins-major-court-case-rcna7861,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-12/211207-Craig-Wright-al-0920-a4ff23.jpg"
William Suberg,business,"Bitcoin (BTC) attempted to crack $51,600 resistance throughout Dec. 7 as BTC/USD gained in line with an equities rebound.
BTC/USD 1-hour candle chart (Bitstamp). Source: TradingView
Bitcoin: ""The t… [+1938 chars]",usa,"Bitcoin sets its sights on $52,000 thanks to fresh gains for BTC as Wall St. opened.",2021-12-07T15:29:01Z,Cointelegraph,Bitcoin price aims for $52K as stocks rebound fuels bullish return - Cointelegraph,https://cointelegraph.com/news/bitcoin-price-aims-for-52k-as-stocks-rebound-fuels-bullish-return,https://images.cointelegraph.com/images/1200_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjEtMTIvNmExNWNkMTUtNTg0Yi00MGYyLWE4MmItYzM1OTNkMWJiMTI4LmpwZw==.jpg
Michael Wayland,business,"DETROIT Automaker Stellantis plans to generate about $22.5 billion (20 billion euros) in incremental annual revenue from software services and subscriptions by 2030, the company announced Tuesday.
D… [+3209 chars]",usa,"Driving the growth will be an increase in the automaker's connected vehicles from 12 million today to 34 million by then, according to Stellantis.",2021-12-07T15:24:30Z,CNBC,Automaker Stellantis plans to generate $22.5 billion in new software revenue by 2030 - CNBC,https://www.cnbc.com/2021/12/07/stellantis-plans-to-generate-22point5-billion-in-new-software-revenue-by-2030.html,https://image.cnbcfm.com/api/v1/image/106949444-1632925040371JP022_019GCt8u7s95snnurfcbtggd2fr32ra.jpg?v=1632925333
Alison Sider,business,"American Airlines Group Inc. Chief Executive Doug Parker will step down next year after two decades running airlines, handing the reins to a longtime lieutenant as the company begins to emerge from t… [+209 chars]",usa,"Doug Parker, 20-year airline CEO, will hand off leadership of the airline to Robert Isom in March 2022",2021-12-07T15:21:00Z,The Wall Street Journal,American Airlines CEO Doug Parker to Step Down - The Wall Street Journal,https://www.wsj.com/articles/american-airlines-ceo-doug-parker-to-retire-11638878937,https://images.wsj.net/im-447334/social
Hannah Miao,business,"Wells Fargo is seeing borrower defaults start to rise from lows reached during the pandemic as financial conditions begin to normalize, CEO Charles Scharf said Tuesday.
""We would say the bottom has … [+1128 chars]",usa,Banks this year released billions of dollars from loan loss reserves.,2021-12-07T15:05:22Z,CNBC,Wells Fargo sees borrower defaults starting to rise from low levels reached during pandemic - CNBC,https://www.cnbc.com/2021/12/07/wells-fargo-sees-borrower-defaults-starting-to-rise-from-pandemic-lows.html,https://image.cnbcfm.com/api/v1/image/106910232-1626194978816-gettyimages-1206458795-HOUSE_WELLS_FARGO.jpeg?v=1638889102
David Gura,business,"Securities and Exchange Commission Chairman Gary Gensler testifies before the Senate Banking Committee on Sept. 14. In an interview with NPR, Gensler said he's aiming to unveil tougher rules for SPAC… [+3782 chars]",usa,"In an interview with NPR, the chairman of the Securities and Exchange Commission said he was aiming to unveil tougher rules for a hot investment crazed called SPACs by early next year.",2021-12-07T14:54:14Z,NPR,"SEC Chair Gary Gensler says tougher rules for hot, buzzy SPACs are coming soon - NPR",https://www.npr.org/2021/12/07/1062004006/sec-chair-gary-gensler-says-tougher-rules-for-hot-buzzy-spacs-are-coming-soon,https://media.npr.org/assets/img/2021/12/07/ap_21257532151678_wide-7ecfd3266372a47d614f326a145ed91f4fbbc728.jpg?s=1400
Hartley Charlton,business,"Apple CEO Tim Cook ""secretly"" signed an agreement worth more than $275 billion with Chinese officials, promising that Apple would help to develop China's economy and technological capabilities, The I… [+3301 chars]",usa,"Apple CEO Tim Cook ""secretly"" signed an agreement worth more than $275 billion with Chinese officials, promising that Apple would help to...",2021-12-07T14:49:11Z,MacRumors,Apple CEO Tim Cook 'Secretly' Signed $275 Billion Deal With China in 2016 - MacRumors,https://www.macrumors.com/2021/12/07/apple-ceo-tim-cook-secret-deal-with-china/,https://images.macrumors.com/t/pS3jkTfGe3wiQoo6iCKNLl4ahPg=/1600x/article-new/2017/03/1x-1.jpg
Matthew J. Belvedere,business,"CNBC's Jim Cramer said Tuesday the market's snapback has taken many investors off guard, and it's being fueled by the rush to get back into stocks as emerging evidence indicates that the omicron Covi… [+1309 chars]",usa,"The omicron concerns were so severe that ""you have this moment where people realize, 'Wow, we really got oversold. What can I get in?'"" CNBC's Jim Cramer said.",2021-12-07T14:47:05Z,CNBC,Cramer says stock market comeback fueled by scramble to get back in after omicron overreaction - CNBC,https://www.cnbc.com/2021/12/07/cramer-says-stock-market-comeback-fueled-by-scramble-to-get-back-in-after-omicron-overreaction.html,https://image.cnbcfm.com/api/v1/image/106349607-1579721279110img_3326r.jpg?v=1579721358
FOXBusiness,business,"U.S. stocks gained momentum on Tuesday for the second straight session as fears continue to fade over the omicron variant. 
<table><tr><th>Ticker</th><th>Security</th><th>Last</th><th>Change</th><th… [+5139 chars]",usa,Investors are juicing up stocks for a second session as fears over the omicron variant fade.,2021-12-07T14:38:14Z,Fox Business,"Stocks jump as omicron fears ease, Intel pops - Fox Business",https://www.foxbusiness.com/markets/stocks-dow-omicron-biden-putin-intel,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/05/0/0/empty-nyse-2-AP.jpg?ve=1&tl=1
,business,,usa,Pfizer (PFE) CEO Albert Bourla has suggested that the higher transmissibility of the new Omicron variant of COVID-19 could lead to further mutations.With early evidence indicating that...,2021-12-07T14:29:00Z,Seeking Alpha,Pfizer CEO warns highly transmissible Omicron could drive more mutations - Seeking Alpha,https://seekingalpha.com/news/3777777-pfizer-ceo-comments-on-early-reports-indicating-milder-covid-19-from-omicron,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1291860627/medium_image_1291860627.jpg
Adam Ismail,business,"Reports of fires related to Tesla-installed solar roofs from homeowners and multinational corporations are nothing new, but now the Security and Exchange Commission is stepping in. The department is … [+3287 chars]",usa,"It's the latest chapter in the long, tumultuous history that is Tesla's solar roof business.",2021-12-07T14:29:00Z,Jalopnik,Now The SEC Is Looking Into What Tesla Knew About The Fire Risk Of Its Solar Panels - Jalopnik,https://jalopnik.com/now-the-sec-is-looking-into-what-tesla-knew-about-the-f-1848169519,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/96f5a235e7d4de5666b2a909d6cabdff.jpg"
"Frances Yoon, Alexander Saeedy, Elaine Yu",business,"China Evergrande Group didnt make payments due on some U.S. dollar bonds before a final deadline expired on Monday, people familiar with the matter said, potentially setting the stage for a massive d… [+534 chars]",usa,"Property developer didn’t pay $82.5 million of interest payments originally due Nov. 6 on two sets of dollar bonds, say people familiar with the matter",2021-12-07T14:21:00Z,The Wall Street Journal,China Evergrande Heads Toward Default as It Misses Payment Deadline - The Wall Street Journal,https://www.wsj.com/articles/china-evergrande-heads-toward-default-as-it-misses-payment-deadline-11638879732,https://images.wsj.net/im-447331/social
Lauren Thomas,business,"Whether Americans are looking to order a quick bite from a local fast-food chain, or they want to feel like they're eating at a five-star restaurant from the comfort of the living room, Marc Lore wan… [+6078 chars]",usa,Marc Lore wants to revolutionize how Americans order meals to their homes.,2021-12-07T14:05:01Z,CNBC,Jet founder Marc Lore plots U.S. expansion of food delivery biz: A 'one-stop shop' for cooked meals - CNBC,https://www.cnbc.com/2021/12/07/marc-lore-plots-us-expansion-of-wonder-group-food-delivery-biz.html,https://image.cnbcfm.com/api/v1/image/106984859-1638796483519-COR_3DELIV_REFRESH_DSC01662.jpg?v=1638884010
Todd Haselton,business,"In a note to investors on Tuesday, Morgan Stanley's Katy Huberty raised Apple's price target from $164 to $200 and maintained the equivalent of a buy rating, arguing that new products from Apple, lik… [+2070 chars]",usa,"Morgan Stanley's Katy Huberty argued new products from Apple, like an augmented reality or virtual reality headset, aren't yet baked into the share price.",2021-12-07T14:02:42Z,CNBC,Apple shares rise as Morgan Stanley raises price target to $200 - CNBC,https://www.cnbc.com/2021/12/07/morgan-stanley-raises-apple-stock-price-target-to-200.html,https://image.cnbcfm.com/api/v1/image/106902440-1624573154451-cook.jpg?v=1624573203
Will Healy,business,"Investors have increasingly focused on metaverse stocks, given the increased attention on the virtual reality (VR) sector. Much of that focus has gone to Meta Platforms (NASDAQ:FB), the parent compan… [+4057 chars]",usa,Investors should pay more attention to the metaverse applications for these stocks.,2021-12-07T13:53:50Z,Motley Fool,2 Top Metaverse Stocks Ready for a Bull Run - Motley Fool,https://www.fool.com/investing/2021/12/07/2-top-metaverse-stocks-ready-for-a-bull-run/,https://g.foolcdn.com/editorial/images/655941/gettyimages-1354203873.jpg
"Scott Gleeson, USA TODAY",business,"Business mogul Elon Musk is more concerned with under-population than over-population. The Tesla CEO said Monday that there are ""not enough people"" in the world and it could threaten human civilizati… [+1765 chars]",usa,"Tesla CEO Elon Musk is being firm with his stance on birthrate. ""If people don't have more children, civilization is going to crumble, mark my words.""",2021-12-07T13:49:40Z,USA Today,"Elon Musk says there aren't 'enough people,' birthrate could threaten human civilization - USA TODAY",https://www.usatoday.com/story/money/business/2021/12/07/elon-musk-declining-birthrate-threatens-human-civilization/6414749001/,"https://www.gannett-cdn.com/presto/2021/11/08/USAT/945b18c9-50ec-4885-8e6f-896807b48aad-AP_CORRECTION_Philanthropy_Elon_Musk_UN.jpg?auto=webp&crop=3561,2003,x0,y226&format=pjpg&width=1200"
The Associated Press,business,"The U.S. trade deficit narrowed to $67.1 billion in October, the lowest in six months, after hitting a record high in September. A big rebound in exports helped to offset a much smaller rise in impor… [+2790 chars]",usa,"The U.S. trade deficit narrowed to $67.1 billion in October, the lowest in six months, after hitting a record high in September.",2021-12-07T13:40:07Z,CNBC,U.S. trade deficit narrows in October as exports rebound - CNBC,https://www.cnbc.com/2021/12/07/us-trade-deficit-narrows-sharply-in-october.html,https://image.cnbcfm.com/api/v1/image/106982816-1638364496257-gettyimages-1356480984-cg6a3902_2021113052001580.jpeg?v=1638831720
,science,"Stand: 07.12.2021 17:03 Uhr
In Mecklenburg-Vorpommern haben die Behörden seit Montag 1.440 neue Corona-Infektionen registriert. Die Sieben-Tage-Inzidenz der Neuinfektionen sinkt auf 434,8 - bei den … [+6595 chars]",deu,"In Mecklenburg-Vorpommern haben die Behörden seit Montag 1.440 neue Corona-Infektionen registriert. Die Sieben-Tage-Inzidenz der Neuinfektionen sinkt auf 434,8 - bei den Ungeimpften liegt sie bei knapp 1.200. Die Landes-Hospitalisierungsinzidenz steigt auf 8,…",2021-12-07T16:03:41Z,Www.ndr.de,"Corona in MV: 1,440 new infections - hospitalisation incidence at 8.1 - NDR.de","https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Corona-in-MV-1440-Neuinfektionen-Hospitalisierungs-Inzidenz-bei-81,coronazahlen256.html",https://www.ndr.de/nachrichten/mecklenburg-vorpommern/coronamv1044_v-contentxl.png
FOCUS Online,science,Die Zahl der Corona-Fälle mit der neuen Omikron-Variante nehmen insbesondere in Südafrika stark zu. Virologin Isabella Eckerle warnt aber auch hierzulande vor einem starken Infektionsanstieg. Ihr zuf… [+3388 chars],deu,Die Zahl der Corona-Fälle mit der neuen Omikron-Variante nehmen insbesondere in Südafrika stark zu. Virologin Isabella Eckerle warnt aber auch hierzulande vor einem starken Infektionsanstieg. Ihr zufolge könnte Omikron eine fünfte Welle verursachen.,2021-12-07T15:58:00Z,Focus,"Virologist warns of a fifth wave: ""Puzzle pieces are going in the wrong direction"" - FOCUS Online",https://www.focus.de/gesundheit/news/wegen-omikron-alle-puzzleteile-gehen-in-die-falsche-richtung-virologin-warnt-schon-vor-fuenfter-welle_id_24495253.html,https://p6.focus.de/img/fotos/id_24483368/eilmeldung-corona.png?im=Crop%3D%280%2C13%2C977%2C488%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=medium&hash=bc75f525704512fd6ae23fce97a5cae22e138f212c0cbcc1f57b4b85a836ec5e
Süddeutsche Zeitung,science,"Würzburger Faschingsumzug fällt aus
Dienstag, 7. Dezember, 15.28 Uhr: Kaum hat die fünfte Jahreszeit begonnen - schon steht sie in Würzburg vor einem jähen Ende. Der größte Faschingsumzug in Süddeut… [+18110 chars]",deu,"Bayern will 100 zusätzliche Intensivbetten - Kita-Kinder müssen sich bald testen, Skifahrer nicht mehr. Alle Entwicklungen im Newsblog.",2021-12-07T14:31:03Z,Süddeutsche Zeitung,Corona in Bavaria: Compulsory testing in Kitas - Bayern - SZ.de - Süddeutsche Zeitung - SZ.de,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-intensivbetten-inzidenz-1.5481014,https://www.sueddeutsche.de/image/sz.1.5482054/1200x675?v=1638875659
Redaktion,science,"<ul><li>US-Experte Anthony Fauci: Omikron ist ""nahezu sicher"" nicht schlimmer als Delta</li><li>Das RKI meldet am Dienstag eine gesunkene Sieben-Tage-Inzidenz</li><li>Die Omikron-Variante wird in imm… [+80137 chars]",deu,"Corona-News aus Deutschland & der Welt: Das RKI meldet eine sinkende Inzidenz, doch es gibt Zweifel. Strenge 3G-Kontrollen bei der Bahn.",2021-12-07T14:21:00Z,Berliner Morgenpost,Corona: RKI figures cause major doubts ++ Deutsche Bahn makes announcement - Berliner Morgenpost,https://www.morgenpost.de/vermischtes/article233991689/corona-rki-zahlen-impfpflicht-lauterbach-deutschland-lockdown-news.html,https://img.morgenpost.de/img/frontpage/crop233874291/8442607146-w820-cv16_9-q85/5FA6D8005EBF87BA.jpg
Martin Holland,science,"Auch wenn unter den schon fast 5000 Exoplaneten, die um andere Sterne gefunden wurden, die fremdartigsten und exotischsten Welten sind, regt wohl nichts die Fantasie so sehr an wie die Frage, ob es d… [+4677 chars]",deu,"Um auf einen Blick zu zeigen, welche Exoplaneten der Erde am ähnlichsten sind, gibt es seit zehn Jahren den Earth Similarity Index. Einige kommen ziemlich nah.",2021-12-07T12:37:00Z,heise online,"Numbers, please! The Earth Similarity Index and the search for the second Earth - heise online",https://www.heise.de/hintergrund/Zahlen-bitte-Der-Earth-Similarity-Index-und-die-Suche-nach-der-zweiten-Erde-6287217.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/3/2/2/7/7/2/2/2000-1125-max-dcf58a4a93fa31f9.jpg
,science,Laut dem Religionssoziologen Michael N. Ebertz liegt die Dauerkrise der Kirche auch an falschen Einschätzungen von Abwärtstrends durch Verantwortliche. Bei Entwicklungen wie der kontinuierlich abnehm… [+2058 chars],deu,Für Weg aus der Dauerkrise brauche es mehrere Paradigmenwechsel,2021-12-07T11:51:48Z,Katholisch.de,Sociologist of religion: Church has reacted wrongly to negative trends - katholisch.de,https://www.katholisch.de/artikel/32276-religionssoziologe-kirche-hat-falsch-auf-negativtrends-reagiert,https://cf.katholisch.de/fotolia_85339395_kirche_freiburg_wolken.jpg
LVZ,science,"Die Warteschlangen für Impfwillige werden auch dank des neu eingerichteten Portals im Netz kürzer, die Stimmung verbessert sich, die Zahlen könnten allerdings vor allem bei einer Gruppe besser sein s… [+2610 chars]",deu,"Nach Öffnung des Online-Impfportals verkürzen sich in Sachsen die Warteschlangen, die Zahl der Impfungen steigt. In der vergangenen Woche lag die Quote bei mobilen Teams und staatlichen Impfstellen höher als in der Woche zuvor. Eine Zahl bereitet dem DRK alle…",2021-12-07T11:29:00Z,Www.lvz.de,"Corona vaccinations in Saxony: No more long queues, but one figure worries the DRK - Leipziger Volkszeitung",https://www.lvz.de/Leipzig/Lokales/Corona-Impfungen-in-Sachsen-Keine-langen-Schlangen-mehr-aber-eine-Zahl-bereitet-dem-DRK-Sorgen,https://mar.prod.image.rndtech.de/var/storage/images/lvz/leipzig/lokales/corona-impfungen-in-sachsen-keine-langen-schlangen-mehr-aber-eine-zahl-bereitet-dem-drk-sorgen/781808024-3-ger-DE/Das-lange-Warten-auf-die-Impfung-in-Sachsen-ist-vorbei_reference_2_1.jpg
n-tv NACHRICHTEN,science,"Mehr als 5000 extrasolare Planeten konnten seit 1995 identifiziert werden. Um mehr über deren Entstehung und Weiterentwicklung zu erfahren, will die Europäische Weltraumagentur 2029 ein Weltraumteles… [+1483 chars]",deu,"Mehr als 5000 extrasolare Planeten konnten seit 1995 identifiziert werden. Um mehr über deren Entstehung und Weiterentwicklung zu erfahren, will die Europäische Weltraumagentur 2029 ein Weltraumteleskop ins All schießen. Vor allem die chemische Zusammensetzun…",2021-12-07T11:26:15Z,N-tv.de,Outside our solar system: ESA plans research mission to exoplanets - n-tv NACHRICHTEN,https://www.n-tv.de/wissen/ESA-plant-Forschungsmission-zu-Exoplaneten-article22981785.html,https://bilder1.n-tv.de/img/incoming/crop22981728/9331329694-cImg_16_9-w1200/259609468.jpg
https://www.facebook.com/stern,science,Sehen Sie im Video: Coronavirus aktuelle Zahlen zum Infektionsgeschehen in Deutschland und der Welt. Videoquelle: n-tvWeitere Daten und Informationen zum Thema:,deu,"Aktuelle News zum Coronavirus in Deutschland und der Welt. Wie entwickeln sich Inzidenz, Neu-Infektionen und R-Wert? Das Corona-Briefing von n-tv gibt einen Überblick zu aktuellen Covid-19-Daten.",2021-12-07T10:30:00Z,STERN.de,Covid-19: Latest Corona news and virus figures for Germany - STERN.de,https://www.stern.de/gesundheit/covid-19--aktuelle-corona-news-und-virus-zahlen-fuer-deutschland-30564604.html,https://image.stern.de/31394752/t/ET/v1/w1440/r1.7778/-/covid-19--aktuelle-corona-zahlen-fuer-deutschland.jpg
Miriam Hollstein,science,"Berlin. <ul><li>Der Asteroid mit der Bezeichnung 4660 Nereus gehört zu den potenziell gefährlichen Objekten</li><li>Der Himmelskörper, der etwa so groß wie der Eifelturm in Paris ist, steht schon län… [+2946 chars]",deu,"Der Asteroid „4660 Nereus“ kommt am 11. Dezember unserem Planeten nahe. Ein Experte erklärt, wie gefährlich der Komet wird.",2021-12-07T10:09:00Z,Berliner Morgenpost,Asteroid as big as Eiffel Tower approaches Earth - But danger looms from elsewhere - Berliner Morgenpost,https://www.morgenpost.de/vermischtes/article234025115/asteroid-4660-nereus-weltraum-nasa-gefahr.html,https://img.morgenpost.de/img/frontpage/crop234025273/3972602916-w820-cv16_9-q85/imago0122444202h.jpg
Redaktion AltkreisBlitz,science,"REGION
Wie die Regionsverwaltung am heutigen Dienstag, 7. Dezember 2021, bekannt gibt, hat sie seit Auftreten der ersten Corona-Infektion insgesamt 69436 Menschen registriert, die sich in der Region… [+43036 chars]",deu,"Wie die Regionsverwaltung am heutigen Dienstag, 7. Dezember 2021, bekannt gibt, hat sie seit Auftreten der ersten Corona-Infektion insgesamt 69436 Menschen registriert, die sich in der Region mit dem Coronavirus infiziert haben. Das sind 193 Fälle mehr als am…",2021-12-07T09:03:00Z,Altkreisblitz.de,Corona virus: 7-day incidence in the region today (Tuesday) is 207.1 - AltkreisBlitz,https://www.altkreisblitz.de/aktuelles/datum/2021/12/07/corona-virus-7-tages-inzidenz-in-der-region-liegt-am-heutigen-dienstag-bei-2071/,http://www.altkreisblitz.de/typo3temp/pics/corona_07_12_21_e8213cd61c.jpg
,science,"Dienstag, 07.12.2021 Sterngucker haben dieser Tage mal wieder einen Kometen im Visier. Der auf den Namen Leonard getaufte Schweifstern steht frühmorgens am Osthimmel. Die Chancen, die Sternschnuppen … [+3435 chars]",deu,"Sterngucker haben dieser Tage mal wieder einen Kometen im Visier. Der auf den Namen Leonard getaufte Schweifstern steht frühmorgens am Osthimmel. Die Chancen, die Sternschnuppen der Geminiden zu sehen, stehen allerdings deutlich besser.",2021-12-07T08:53:29Z,Wetteronline.de,Many shooting stars on the way - Comet Leonard in the morning sky - WetterOnline,https://www.wetteronline.de/wetternews/viele-sternschnuppen-unterwegs-komet-leonard-am-morgenhimmel-2021-12-07-le,https://www.wetteronline.de/?pid=p_wotexte_feature&ireq=true&src=wotexte/vermarktung/xml2html/dailytopics/2021/12/dailytopicsImage_20211207_le_01_400x224.jpg
B.Z.,science,"7. Dezember 2021
 08:16Aktualisiert
 15:30
Die Berliner Gesundheitsämter haben dem Robert Koch-Institut 2614 Corona-Neuinfektionen binnen eines Tages gemeldet. Das waren 558 weniger mehr als am Di… [+2615 chars]",deu,"Die Berliner Gesundheitsämter haben dem Robert Koch-Institut 2614 Corona-Neuinfektionen binnen eines Tages gemeldet. Das waren 558 weniger mehr als am Dienstag vergangener Woche, wie aus Daten des Instituts hervorgeht.",2021-12-07T08:16:03Z,B.Z. Berlin,2614 new Corona cases in Berlin - incidence drops to 336.8 - B.Z. - Die Stimme Berlins,https://www.bz-berlin.de/berlin/2614-neue-corona-faelle-in-berlin-inzidenz-sinkt-auf-3368,https://s3-eu-west-1.amazonaws.com/de-asitcp-ir-bz-data-prod/data/uploads/2021/11/263741341_1636708788-1920x1080.jpg
WELT,science,"Die US-Raumfahrtbehörde Nasa hat vier Frauen und sechs Männer als künftige Astronauten vorgestellt. Sie seien aus rund 12.000 Bewerbern ausgewählt worden, die sich nach einem entsprechenden Aufruf An… [+784 chars]",deu,12.000 Menschen haben sich beworben: Voraussetzungen für den Astronautenjob war neben der US-Staatsbürgerschaft und gewissen Studienfachrichtungen auch ein Fitnesstest. Zwei Jahre Training liegen vor den Frauen und Männern.,2021-12-07T07:57:42Z,DIE WELT,"Nasa introduces future astronauts: Four women, six men - DIE WELT",https://www.welt.de/wissenschaft/weltraum/article235504524/Nasa-stellt-kuenftige-Astronauten-vor-Vier-Frauen-sechs-Maenner.html,https://img.welt.de/img/wissenschaft/weltraum/mobile235504526/2241354927-ci16x9-w1200/NASA-New-Astronauts.jpg
tagesschau,science,"Die Sieben-Tage-Inzidenz in Deutschland ist laut dem Robert Koch-Institut auf 432,2 gesunken. Auch die Zahl der Neuinfektionen ging stark zurück. Experten gehen aber von einer deutlichen Untererfassu… [+1673 chars]",deu,"Die Sieben-Tage-Inzidenz in Deutschland ist laut dem Robert Koch-Institut auf 432,2 gesunken. Auch die Zahl der Neuinfektionen ging stark zurück. Experten gehen aber von einer deutlichen Untererfassung aus.",2021-12-07T07:45:59Z,tagesschau.de,"Corona pandemic: incidence falls, experts doubt | tagesschau.de - tagesschau.de",https://www.tagesschau.de/inland/rki-neuinfektionen-181.html,https://www.tagesschau.de/multimedia/bilder/bevoelkerungswachstum-deutschland-101~_v-original.jpg
Steffen Fründt,science,"le uuek puooetl pu kuek. Zleppeek vel pel elple penlpeke Ueuphlelp, pel uuu pel ulelleu Vette Oll uuttel Vnekl aellutteu vnlpe.
Ble luelpeue pllea klel etp Blplep epel t99, peuu epel i999. Zll Poell… [+6802 chars]",deu,Miesbach wurde als erster Landkreis von der vierten Welle voll getroffen. Vor einem Monat hatte der Ort die höchste Inzidenz Deutschlands. Jetzt gehen die Zahlen plötzlich steil nach unten. Die Erklärungen könnten für ganz Deutschland relevant sein.,2021-12-07T07:24:05Z,DIE WELT,Corona hotspot Miesbach: Why the case numbers are dropping steeply - DIE WELT,https://www.welt.de/wirtschaft/plus235486226/Corona-Hotspot-Miesbach-Wieso-die-Fallzahlen-steil-sinken.html,https://img.welt.de/img/wirtschaft/mobile235496966/8171356467-ci16x9-w1200-fnov-fpotl-fpi157750653/DWO-WI-Teaser-Miesbach-Corona-mku-jpg.jpg
,science,"<ol><li>Soester Anzeiger</li><li>Lokales</li><li>Kreis und Region</li></ol>Erstellt: 07.12.2021Aktualisiert: 07.12.2021, 09:24 Uhr
Von: Marcel Voß, Matthias Staege, Maximilian Grun, Daniel Schröder… [+23509 chars]",deu,Der Kreis Soest befindet sich mitten in der vierten Corona-Welle. Alle Infos und Zahlen zu Inzidenz und Impfungen hier im News-Ticker.,2021-12-07T07:08:00Z,Soester-anzeiger.de,Corona in the district of Soest: Incidence decreases - the situation on Monday - Soester Anzeiger,https://www.soester-anzeiger.de/lokales/kreis-soest/corona-kreis-soest-inzidenz-tote-zahlen-hospitalisierung-nrw-regeln-massnahmen-impfung-heute-aktuell-dienstag-91147654.html,https://www.soester-anzeiger.de/bilder/2021/11/29/91147654/27534970-intensivpfleger-bereiten-sich-darauf-vor-einen-corona-patienten-auf-der-intensivstation-in-die-bauchlage-zu-drehen-25YGEngAhefe.jpg
